base_year,series,year,month,state,sector,division,group,class,sub_class,item,code,index,inflation,imputation
2024,Current,2026,January,All India,Combined,Education services,Secondary education,*,*,*,10.2,106.47,4.14,*
2024,Current,2026,January,All India,Combined,Education services,Higher education,*,*,*,10.4,104.49,3.59,*
2024,Current,2026,January,All India,Combined,Education services,Education not defined by level,*,*,*,10.5,103.20,2.14,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Food and beverage serving services,*,*,*,11.1,105.73,2.87,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Accommodation services,*,*,*,11.2,103.21,1.83,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,*,*,*,13.1,104.85,3.03,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other personal effects,*,*,*,13.2,169.46,59.23,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other services,*,*,*,13.9,102.12,1.20,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,*,*,01.1.1,104.01,0.12,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Meat, fresh, chilled or frozen",*,*,01.1.2,109.14,8.52,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fish and other seafood,*,*,01.1.3,109.85,6.74,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",*,*,01.1.4,104.97,3.06,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Oils and fats,*,*,01.1.5,119.67,6.62,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,*,*,01.1.6,112.90,7.87,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses",*,*,01.1.7,91.37,-5.30,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts",*,*,01.1.8,104.57,3.37,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,*,*,01.1.9,99.46,0.81,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Fruit and vegetable juices,*,*,01.2.1,102.89,1.71,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Coffee and coffee substitutes,*,*,01.2.2,119.32,11.26,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,104.87,1.92,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Other beverages,*,*,01.2.9,100.97,0.19,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Cocoa drinks,*,*,01.2.4,102.57,1.48,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Water,*,*,01.2.5,98.58,-1.36,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Soft drinks,*,*,01.2.6,99.38,-0.82,*
2024,Current,2026,January,All India,Combined,Food and beverages,Services for processing primary goods for food,Services for processing primary goods for food,*,*,01.3.0,106.21,3.42,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Spirits and liquors,*,*,02.1.1,105.02,3.48,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Wine,*,*,02.1.2,109.24,1.41,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Beer,*,*,02.1.3,107.29,5.65,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Other alcoholic beverages,*,*,02.1.9,103.35,2.33,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,*,*,02.3.0,103.26,1.96,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Clothing materials,*,*,03.1.1,106.87,3.72,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Garments,*,*,03.1.2,106.41,3.27,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Other articles of clothing and clothing accessories,*,*,03.1.3,105.73,2.62,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,"Cleaning, ironing, dry cleaning, dyeing, repair, tailoring and hire of clothing",*,*,03.1.4,106.54,4.03,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Footwear,Shoes and other footwear,*,*,03.2.1,102.67,0.23,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Actual rental payments made for housing,Actual rental payments made by tenants for main residence,*,*,04.1.1,102.36,1.93,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling",Security equipment and materials for dwelling maintenance and repair,*,*,04.3.1,104.27,2.49,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",*,*,04.3.2,105.00,3.26,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Water supply,*,*,04.4.1,101.32,1.05,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Other services related to the dwelling,*,*,04.4.4,103.47,2.63,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Electricity,*,*,04.5.1,98.42,-1.99,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Gas,*,*,04.5.2,100.38,1.72,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,*,*,04.5.3,97.33,1.00,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,*,*,04.5.4,106.33,2.92,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",*,*,05.1.1,104.32,2.13,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,*,*,05.2.1,105.24,2.41,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,*,*,05.3.1,99.60,-1.09,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,*,*,05.3.2,102.02,0.84,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",*,*,05.4.0,105.28,2.78,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,*,*,05.5.2,99.10,-1.19,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,*,*,05.6.1,102.73,1.36,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,*,*,05.6.2,103.44,2.35,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Medicines,*,*,06.1.1,104.47,2.43,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Medical products,*,*,06.1.2,100.01,-0.49,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Assistive products,*,*,06.1.3,103.21,1.70,*
2024,Current,2026,January,All India,Combined,Health,Outpatient care services,Other outpatient care services,*,*,06.2.3,102.80,1.57,*
2024,Current,2026,January,All India,Combined,Health,Inpatient care services,Inpatient curative and rehabilitative services,*,*,06.3.1,104.32,3.02,*
2024,Current,2026,January,All India,Combined,Health,Other health services,Diagnostic imaging services and medical laboratory services,*,*,06.4.1,102.52,1.41,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Motor cars,*,*,07.1.1,94.37,-6.75,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Motorcycles,*,*,07.1.2,98.44,-3.35,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Bicycles,*,*,07.1.3,101.48,-0.28,*
2024,Current,2026,January,All India,Combined,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,*,*,07.2.1,103.52,1.13,*
2024,Current,2026,January,All India,Combined,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,*,*,07.2.2,99.90,0.07,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by railway,*,*,07.3.1,104.20,2.79,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,*,*,07.3.2,102.77,1.74,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by air,*,*,07.3.3,123.71,7.52,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by sea and inland waterway,*,*,07.3.4,101.77,0.49,*
2024,Current,2026,January,All India,Combined,Transport,Transport services for goods,Postal and courier services,*,*,07.4.1,107.61,7.48,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Telephone instrument (landline),*,*,08.1.1,100.27,0.32,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Mobile handset,*,*,08.1.2,97.21,-2.31,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Information processing equipment,*,*,08.1.3,99.38,-1.13,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Audio-visual devices,*,*,08.1.4,97.37,-2.92,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Unrecorded recording media,*,*,08.1.5,105.62,3.89,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Internet access provision services and online storage services,*,*,08.3.3,103.98,0.60,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Telephone charges: mobile and landline,*,*,08.3.4,106.05,0.71,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Other information and communication services,*,*,08.3.9,102.11,1.22,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational durables,Photographic and cinematographic equipment and optical instruments,*,*,09.1.1,100.27,0.55,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Games, toys and hobby-related articles",*,*,09.2.1,101.72,0.63,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.45,3.08,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,118.44,10.71,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,104.38,2.58,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.20,1.34,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.87,1.15,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.94,2.11,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,104.00,2.84,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Books,*,*,09.7.1,102.24,1.30,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Newspapers and periodicals,*,*,09.7.2,103.16,2.11,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Stationery and drawing materials,*,*,09.7.4,102.71,1.09,*
2024,Current,2026,January,All India,Combined,Education services,Early childhood and primary education,Early childhood and primary education,*,*,10.1.0,106.03,3.45,*
2024,Current,2026,January,All India,Combined,Education services,Secondary education,Secondary education,*,*,10.2.0,106.47,4.14,*
2024,Current,2026,January,All India,Combined,Education services,Higher education,Higher education,*,*,10.4.0,104.49,3.59,*
2024,Current,2026,January,All India,Combined,Education services,Education not defined by level,Education not defined by level,*,*,10.5.0,103.20,2.14,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Food and beverage serving services,"Restaurants, cafés and the like",*,*,11.1.1,105.73,2.87,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Accommodation services,Accommodation services,*,*,11.2.0,103.21,1.83,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,Appliances for personal care,*,*,13.1.1,101.74,0.70,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care",*,*,13.1.2,104.78,3.03,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,Hairdressing salons and personal grooming establishments,*,*,13.1.3,105.25,3.08,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other personal effects,Jewellery and watches,*,*,13.2.1,179.94,67.92,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other personal effects,Other personal effects n.e.c.,*,*,13.2.9,103.97,2.07,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other services,Other services,*,*,13.9.0,102.12,1.20,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,Cereals,*,01.1.1.1,103.43,-0.93,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,Flour of cereals,*,01.1.1.2,106.74,-0.09,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,Bread and bakery products,*,01.1.1.3,103.27,1.61,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,Breakfast cereals,*,01.1.1.4,104.08,1.41,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,"Macaroni, noodles, couscous and similar pasta products",*,01.1.1.5,104.34,2.61,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,Other milled cereal and grain products,*,01.1.1.9,107.03,1.92,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Meat, fresh, chilled or frozen","Meat, fresh, chilled or frozen",*,01.1.2.2,109.14,8.52,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fish and other seafood,Fish and prawn,*,01.1.3.1,109.85,6.74,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Milk: liquid,*,01.1.4.1,104.39,2.89,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Milk: condensed/ powder,*,01.1.4.3,102.52,1.81,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Cheese,*,01.1.4.5,102.56,1.47,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs","Curd, Yoghurt and similar products",*,01.1.4.6,103.23,2.13,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Milk-based dessert and beverages,*,01.1.4.7,104.87,2.84,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Eggs,*,01.1.4.8,114.07,6.79,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",Other dairy products,*,01.1.4.9,102.80,1.76,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Oils and fats,Vegetable oils,*,01.1.5.1,123.48,7.48,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Oils and fats,Butter and other oils and fats derived from milk,*,01.1.5.2,104.52,2.77,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Oils and fats,Margarine and similar preparations,*,01.1.5.3,120.50,5.02,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Dates, figs and tropical fruits, fresh",*,01.1.6.1,113.69,8.13,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Citrus fruits, fresh",*,01.1.6.2,95.23,-0.10,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Stone fruits and pome fruits, fresh",*,01.1.6.3,94.88,-1.05,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Berries, fresh",*,01.1.6.4,120.32,11.63,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Other fruits, fresh",*,01.1.6.5,138.95,14.74,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Fruits, dried and dehydrated",*,01.1.6.7,130.35,22.75,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,"Nuts, in shell or shelled",*,01.1.6.8,108.98,4.03,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Leafy or stem vegetables, fresh or chilled",*,01.1.7.1,92.38,17.97,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Fruit-bearing vegetables, fresh or chilled",*,01.1.7.2,114.99,27.29,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Green leguminous vegetables, fresh or chilled",*,01.1.7.3,86.81,-4.78,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Other vegetables, fresh or chilled",*,01.1.7.4,80.68,-23.58,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Tubers, plantains and cooking bananas, fresh or chilled",*,01.1.7.5,67.98,-28.98,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses",Pulses,*,01.1.7.6,88.92,-11.94,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses","Vegetables, tubers, plantains, cooking bananas and pulses ground, and in other preparations",*,01.1.7.9,102.30,-1.88,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts",Cane sugar and beet sugar,*,01.1.8.1,105.35,4.62,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts","Jams, marmalades, fruit jellies, purées and pastes, and honey",*,01.1.8.3,105.12,3.31,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts","Chocolate, cocoa and cocoa-based food products",*,01.1.8.5,103.16,2.57,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts","Ice, ice cream and sorbets",*,01.1.8.6,101.33,0.62,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts",Other sugar confectionery and desserts,*,01.1.8.9,107.22,4.20,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,Ready-made food,*,01.1.9.1,104.38,2.44,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,Baby food,*,01.1.9.2,102.12,0.17,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,"Salt, condiments and sauces",*,01.1.9.3,105.73,3.28,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,"Spices, culinary herbs and seeds",*,01.1.9.4,97.09,0.05,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,Other food products n.e.c.,*,01.1.9.9,105.05,2.70,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Fruit and vegetable juices,Fruit and vegetable juices,*,01.2.1.0,102.89,1.71,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Coffee and coffee substitutes,Coffee: powder,*,01.2.2.0,119.32,11.26,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",Tea: leaf,*,01.2.3.0,104.87,1.92,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Other beverages,Other beverages,*,01.2.9.0,100.97,0.19,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Cocoa drinks,Cocoa drinks,*,01.2.4.0,102.57,1.48,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Water,Packaged water,*,01.2.5.0,98.58,-1.36,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Soft drinks,Soda drinks,*,01.2.6.0,99.38,-0.82,*
2024,Current,2026,January,All India,Combined,Food and beverages,Services for processing primary goods for food,Services for processing primary goods for food,Services for processing primary goods for food,*,01.3.0.0,106.21,3.42,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Spirits and liquors,Spirits and liquors,*,02.1.1.0,105.02,3.48,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Wine,Wine from other sources,*,02.1.2.2,109.24,1.41,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Beer,Beer,*,02.1.3.0,107.29,5.65,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Other alcoholic beverages,Other alcoholic beverages,*,02.1.9.0,103.35,2.33,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,Cigarettes,*,02.3.0.1,102.73,1.94,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,Cigars,*,02.3.0.2,107.21,2.70,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,Paan and other tobacco products,*,02.3.0.9,103.39,1.96,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Clothing materials,Clothing materials,*,03.1.1.0,106.87,3.72,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Garments,Garments for men or boys,*,03.1.2.1,106.21,3.17,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Garments,Garments for women or girls,*,03.1.2.2,106.63,3.34,*
